 CÓDIGO;DESCRIPCION;LATITUD;LONGITUD;DIRECCIÓN;C.P.;POBLACION;PROVINCIA;Fichas;Túneles lavado
05405;SOTIELLO;43,507289;-5,726564;CARRETERA GI-4 - BARRIO SOTIELLO, 6;33393;Gijón;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05405.pdf;
05407;PINZALES;43,48652;-5,7197;CARRETERA AS-266 - ESTACION FERROCARRIL, S/N;33392;Gijón;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05407.pdf;
05409;AGUDA;43,466311;-5,725976;CALLE ESTACION FERROCARRIL S/N;33392;Gijón;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05409.pdf;
05410;XIXUN;43,370778;-5,69338;CARRETERA AS-246 - ESTACION FERROCARRIL, S/N;33937;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05410.pdf;
05411;LA FLORIDA;43,434794;-5,709945;CALLE ESTACION FERROCARRIL S/N;33189;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05411.pdf;
05412;PUENTE BURACOS;43,448069;-5,717261;CALLE ESTACION FERROCARRIL S/N;33189;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05412.pdf;
05413;NOREÑA;43,393985;-5,703607;AVENIDA DE GIJON, 19;33180;Noreña;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05413.pdf;
05415;BENDICION;43,363481;-5,680614;CARRETERA SI-8 - ESTACION FERROCARRIL, S/N;33937;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05415.pdf;
05416;VALDESOTO;43,358494;-5,658477;CARRETERA SI-16 - ESTACION FERROCARRIL, S/N;33938;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05416.pdf;
05417;CARBAYIN;43,350754;-5,634353;CARRETERA AS-249 - ESTACION FERROCARRIL, S/N;33936;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05417.pdf;
05420;CURUXONA;43,339403;-5,63081;CARRETERA AS-323 - ESTACION FERROCARRIL, S/N;33936;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05420.pdf;
05421;TUILLA;43,328069;-5,643052;BARRIO ESTACION FERROCARRIL, 1;33935;Langreo;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05421.pdf;
05425;LA FELGUERA-VEGA;43,310493;-5,685638;CALLE INTERVENTOR LA CIERVA, S/N - AVENIDA GIJON, S/N;33930;Langreo;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05425.pdf;
05429;SAMA-LOS LLERONES;43,298761;-5,683358;CALLE UNION, 1;33939;Langreo;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05429.pdf;
05431;CIAÑO-ESCOBIO;43,290721;-5,667903;CARRETERA AS-117 - ESTACION FERROCARRIL, S/N;33900;Langreo;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05431.pdf;
05432;SAN VICENTE;43,289134;-5,6529;CALLE SAN VICENTE - ESTACION FERROCARRIL, S/N;33947;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05432.pdf;
05433;EL ENTREGO-LA OSCURA;43,28953;-5,640808;CALLE MAXIMO FERNANDEZ COCAÑIN, S/N;33946;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05433.pdf;
05435;CARROCERA;43,28774;-5,62637;CALLE LA GRANJA, S/N;33945;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05435.pdf;
05436;SAN MARTIN;43,278378;-5,615305;PLAZA INDUSTRIAL LA FLORIDA, S/N;33958;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05436.pdf;
05437;SOTRONDIO;43,275948;-5,604916;CALLE ESTANISLAO INFANZON, 9;33950;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05437.pdf;
05439;BLIMEA;43,270874;-5,590321;AVENIDA DE LA LIBERTAD, S/N;33960;San Martín del Rey Aurelio;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05439.pdf;
05441;BARREDOS;43,259888;-5,575991;CALLE ESTACION FERROCARRIL, S/N;33970;Laviana;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05441.pdf;
05443;LAVIANA;43,250796;-5,564669;CALLE DE TEJERA NORTE, 4;33989;Laviana;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05443.pdf;
05451;BILBAO-LA CONCORDIA;43,259998;-2,926286;BAILEN KALEA, 2;48003;Bilbao;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05451.pdf;
05455;BASURTO HOSPITAL;43,259754;-2,953828;BENTA ESTRATA, 2;48013;Bilbao;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05455.pdf;
05457;ZORROTZA-ZORROZGOITI;43,274109;-2,974073;ZORROTZA KASTREXANA ERREPIDEA, 39;48013;Bilbao;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05457.pdf;
05459;SANTA AGUEDA;43,261854;-2,973004;EZKERRIBAI ESTRATA, S/N;48013;Bilbao;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05459.pdf;
05460;KASTREXANA;43,255429;-2,972028;CARRETERA BI-3742 - ZORROTZA KASTREXANA ERREPIDEA;48013;Bilbao;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05460.pdf;
05461;IRAUREGI;43,248317;-2,990089;BAZTEITA AUZOA, 2;48810;Alonsotegi;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05461.pdf;
05463;ZARAMILLO;43,23339;-3,015996;GELTOKI BIDEA - CARRETERA BI-3651;48820;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05463.pdf;
05465;LA QUADRA;43,222836;-3,024927;ASKATASUNA KALEA, 21;48820;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05465.pdf;
05467;SODUPE;43,202057;-3,050494;GUDARI PLAZA, 1;48830;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05467.pdf;
05469;ARTXUBE;43,201091;-3,071677;ARTXUBE KALEA, 2;48840;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05469.pdf;
05470;LAMBARRI;43,205985;-3,08262;LAMBARRI KALEA - CARRETERA BI-3651 - ESTACION FERROCARRIL, S/N;48840;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05470.pdf;
05471;GÜEÑES;43,20908;-3,095381;ENKARTERRI KALEA, S/N;48840;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05471.pdf;
05473;ARANGUREN;43,210494;-3,109354;BIDEA ESTACION, 1;48850;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05473.pdf;
05474;ARANGUREN-APEADERO;43,210347;-3,114075;NICOLAS MARIA URGOITI KALEA - AUTONOMIA PLAZA, S/N;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05474.pdf;
05475;ZALLA;43,212797;-3,133284;DOCTOR ANDRES AYA GOÑI KALEA, S/N;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05475.pdf;
05477;COLEGIO;43,210877;-3,138681;ETORBIDEA LEHENDAKARI JOSE ANTONIO AGIRRE, 17;48860;Güeñes;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05477.pdf;
05479;IBARRA;43,2039;-3,144819;GOBEO AUZOA, 14;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05479.pdf;
05480;BOLUNBURU;43,199986;-3,150469;BARRIO BOLUMBURU - ESTACION FERROCARRIL, S/N;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05480.pdf;
05481;LA HERRERA;43,203409;-3,170557;IJALDE AUZOA, 9;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05481.pdf;
05483;BALMASEDA;43,196388;-3,189924;ESTACION KALEA, 3;48800;Balmaseda;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05483.pdf;
05484;MIMETIZ;43,2132627;-3,1352774;Retola, 32;48860;Zalla;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05484.pdf;
05485;LA CALZADA;43,190141;-3,19737;LA CALZADA KALEA 3;48800;Balmaseda;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05485.pdf;
05487;TRASLAVIÑA;43,23329;-3,198304;CARRETERA BI-630 - LA HERBOSA AUZOA, 76;48879;Artzentales;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05487.pdf;
05489;ARTZENTALES;43,235863;-3,213233;CALLE ESTACION FERROCARRIL, S/N;48879;Artzentales;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05489.pdf;
05493;VILLAVERDE DE TRUCIOS;43,241263;-3,250599;LAURETA AUZOA, 29;48879;Trucios-Turtzioz;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05493.pdf;
05497;KARRANTZA;43,238854;-3,357827;AMBASAGUAS AUZOA, 9;48890;Karrantza Harana/Valle de Carranza;Bizkaia;https://data.renfe.com/files/estaciones/FichaEstacion05497.pdf;
05504;PARQUE PRINCIPADO;43,386506;-5,808862;CALLE ALDEA PAREDES, S/N;33011;Oviedo;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05504.pdf;
05505;COLLOTO;43,379495;-5,792366;CALLE ESTACION FERROCARRIL, S/N;33010;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05505.pdf;
05507;MERES;43,380917;-5,748779;CALLE ESTACION FERROCARRIL, S/N;33199;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05507.pdf;
05508;FONCIELLO;43,381782;-5,729723;CARRETERA NACIONAL 634, S/N;33199;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05508.pdf;
05509;EL BERRON;43,382921;-5,702906;CALLE ESTACION FERROCARRIL, S/N;33186;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05509.pdf;
05511;LA CARRERA DE SIERO;43,386909;-5,675275;CALLE DEL LLUGAR DE ARRIBA, S/N;33519;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05511.pdf;
05513;POLA DE SIERO;43,388113;-5,664779;CALLE MOLIN, S/N;33510;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05513.pdf;
05515;LOS CORROS;43,376828;-5,601385;CARRETERA AS-249 - ESTACION FERROCARRIL, S/N;33518;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05515.pdf;
05517;LIERES;43,38058;-5,582573;CALLE ESTACION FERROCARRIL, S/N;33580;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05517.pdf;
05521;EL REMEDIO;43,375076;-5,546238;CARRETERA NA-4 - ESTACION FERROCARRIL, S/N;33529;Siero;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05521.pdf;
05522;LLAMES;43,368779;-5,525202;CALLE ESTACION FERROCARRIL, S/N;33529;Nava;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05522.pdf;
05523;NAVA;43,361178;-5,50918;CALLE LA BARRACA, S/N;33520;Nava;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05523.pdf;
05525;FUENTE SANTA DE NAVA;43,355582;-5,478512;CARRETERA NA-3 - ESTACION FERROCARRIL, S/N;33529;Nava;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05525.pdf;
05527;CECEDA;43,356227;-5,451121;CASERIO VEGA DE ABAJO, 10;33582;Nava;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05527.pdf;
05529;CARANCOS;43,355586;-5,434425;AVDA. DE LA ESTACIÓN S/N;33520;Nava;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05529.pdf;
05531;PINTUELES;43,359945;-5,384157;CARRETERA N-634 - ESTACION FERROCARRIL, S/N;33535;Piloña;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05531.pdf;
05533;INFIESTO;43,351777;-5,36921;AVENIDA DE LA CUEVA, 2;33530;Piloña;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05533.pdf;
05534;INFIESTO-APEADERO;43,344047;-5,360648;CALLE LA MEDINA, S/N;33530;Piloña;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05534.pdf;
05535;VILLAMAYOR;43,363165;-5,302573;CALLE ESTACION FERROCARRIL, 1;33583;Teverga;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05535.pdf;
05537;SEBARES;43,362357;-5,257278;CARRETERA N-634 - ESTACION FERROCARRIL, S/N;33584;Piloña;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05537.pdf;
05539;SOTO DE DUEÑAS;43,358222;-5,226842;CARRETERA N-634 - ESTACION FERROCARRIL, S/N;33585;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05539.pdf;
05541;OZANES;43,368395;-5,185191;CARRETERA PR-4 - ESTACION FERROCARRIL, S/N;33546;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05541.pdf;
05542;POLICLINICO;43,378763;-5,186088;CALLE CASTAÑERA, S/N;33540;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05542.pdf;
05543;ARRIONDAS;43,387513;-5,188258;CALLE EVARISTO VALLE, 1;33540;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05543.pdf;
05545;FUENTES;43,401443;-5,143117;CALLE FUENTES, S/N;33586;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05545.pdf;
05547;TORAÑO;43,412281;-5,118013;CALLE ESTACION FERROCARRIL S/N;33587;Parres;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05547.pdf;
05549;CUEVAS;43,431233;-5,073446;CALLE ESTACION FERROCARRIL S/N;33500;Ribadesella;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05549.pdf;
05551;LLOVIO;43,440576;-5,05575;GLORIETA CARRETERA N-632 Y N-634 - ESTACION FERROCARRIL, S/N;33569;Ribadesella;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05551.pdf;
05552;RIBADESELLA PUERTO  ;43,4579299;-5,0584164;Barrio Orellana, 10;33560;Ribadesella;Asturias;;
05553;RIBADESELLA;43,459482;-5,0547;CALLE DEL FUERTE, S/N;33560;Ribadesella;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05553.pdf;
05555;CAMANGO;43,448346;-5,019027;CARRETERA AS-263 - ESTACION FERROCARRIL, S/N;33568;Ribadesella;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05555.pdf;
05557;BELMONTE DE PRIA;43,43979;-4,982351;CARRETERA AS-263 - ESTACION FERROCARRIL, S/N;33591;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05557.pdf;
05559;NUEVA;43,440585;-4,935531;CALLE NUEVA, 42;33592;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05559.pdf;
05561;VILLAHORMES;43,442037;-4,903776;CARRETERA AS-263 - ESTACION FERROCARRIL, S/N;33593;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05561.pdf;
05563;POSADA;43,424931;-4,865114;CALLE ALDEA POSADA, S/N;33594;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05563.pdf;
05565;BALMORI;43,421468;-4,835844;CARRETERA AS-263 - ESTACION FERROCARRIL S/N;33595;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05565.pdf;
05567;CELORIO;43,424827;-4,811345;CARRETERA AS-263 - ESTACION FERROCARRIL, S/N;33595;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05567.pdf;
05569;POO;43,424145;-4,782398;CARRETERA AS-263 - ESTACION FERROCARRIL, S/N;33509;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05569.pdf;
05571;LLANES;43,420981;-4,759023;BARRIO DE LA ESTACION, 2;33500;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05571.pdf;
05573;SAN ROQUE DEL ACEBAL;43,394791;-4,729909;PLAZA SAN ROQUE, 306;33596;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05573.pdf;
05575;VIDIAGO;43,396567;-4,673236;CALLE RIEGO, S/N;33597;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05575.pdf;
05577;PENDUELES;43,392856;-4,630046;CARRETERA LLN-3 - ESTACION FERROCARRIL, S/N;33598;Llanes;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05577.pdf;
05579;COLOMBRES;43,38283;-4,55693;CALLE ESTACION FERROCARRIL S/N;33590;Ribadedeva;Asturias;https://data.renfe.com/files/estaciones/FichaEstacion05579.pdf;
05602;VALDECILLA LA MARGA;43,452804;-3,828602;AVENIDA PARAYAS, S/N - POLIGONO INDUSTRIAL CANDINA;39011;Santander;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05602.pdf;
05603;CAZOÑA;43,455249;-3,841491;CARRETERA N-611 - ESTACION FERROCARRIL, S/N;39011;Santander;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05603.pdf;
05604;ADARZO;43,453465;-3,85579;CALLE ADARZO, 77 - CALLE LUIS QUINTANILLA ISASI, S/N;39011;Santander;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05604.pdf;
05605;BEZANA;43,440838;-3,899563;CALLE LA SOLEDAD, 12;39100;Santa Cruz de Bezana;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05605.pdf;
05607;MORTERA;43,435207;-3,918223;CARRETERA S-464 - ESTACION FERROCARRIL, S/N;39100;Santa Cruz de Bezana;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05607.pdf;
05609;BOO DE PIELAGOS;43,431638;-3,946311;BARRIO SAN JUAN, 4;39478;Piélagos;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05609.pdf;
05611;MOGRO;43,424963;-3,960571;CALLE MIES DEHESA, S/N;39310;Miengo;Cantabria;https://data.renfe.com/files/estaciones/FichaEstacion05611.pdf;
